Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score
David Estrada,"spring boot, python, c++, git, kubernetes",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3975,0.3529
David Estrada,"spring boot, python, c++, git, kubernetes",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3975,0.3529
David Estrada,"spring boot, python, c++, git, kubernetes",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3975,0.3529
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4039,0.3583
John Stanley,"oop, java, docker, c++, git",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4378,0.3871
John Stanley,"oop, java, docker, c++, git",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4378,0.3871
John Stanley,"oop, java, docker, c++, git",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4378,0.3871
Larry Zimmerman,"docker, rest api, spring boot, kubernetes, python",Mid Level,1,"Psychologist, counselling",Williams Group,Sydney,python,Mid Level,143000.0,Finance,0.228,0.2088
Larry Zimmerman,"docker, rest api, spring boot, kubernetes, python",Mid Level,2,Field seismologist,Morris-Griffin,New York,python,Mid Level,99000.0,Finance,0.228,0.2088
Larry Zimmerman,"docker, rest api, spring boot, kubernetes, python",Mid Level,3,Risk manager,Murphy-Reynolds,Bangalore,python,Mid Level,55000.0,Finance,0.228,0.2088
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4392,0.3883
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4388,0.3879
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4388,0.3879
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4388,0.3879
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4039,0.3583
John Smith,"microservices, spring boot, git, docker, rest api",Senior Level,1,Chartered public finance accountant,"Gilmore, Johnson and Chung",London,medical research,Senior Level,99000.0,Healthcare,0.0,0.015
John Smith,"microservices, spring boot, git, docker, rest api",Senior Level,2,Insurance risk surveyor,"Johnson, Ware and Snyder",London,merchandising,Senior Level,106000.0,Retail,0.0,0.015
John Smith,"microservices, spring boot, git, docker, rest api",Senior Level,3,Early years teacher,Richardson Ltd,Sydney,pharmaceuticals,Senior Level,87000.0,Healthcare,0.0,0.015
Lori Gonzalez,"git, spring boot, microservices, oop, kubernetes",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Lori Gonzalez,"git, spring boot, microservices, oop, kubernetes",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Lori Gonzalez,"git, spring boot, microservices, oop, kubernetes",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2876,0.2595
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2876,0.2595
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2876,0.2595
Yolanda Johnson,"kubernetes, java, spring boot, c++, python",Mid Level,1,Adult nurse,Luna-Gray,New York,"c++, python, java",Mid Level,109000.0,Software,0.5605,0.4915
Yolanda Johnson,"kubernetes, java, spring boot, c++, python",Mid Level,2,Applications developer,Mckay-James,Bangalore,"python, java, c++",Mid Level,116000.0,Software,0.5605,0.4915
Yolanda Johnson,"kubernetes, java, spring boot, c++, python",Mid Level,3,"Scientist, forensic",Melton-Williams,Sydney,"python, java, c++",Mid Level,54000.0,Software,0.5605,0.4915
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2845,0.2568
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2845,0.2568
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2845,0.2568
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2292,0.2098
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2292,0.2098
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2292,0.2098
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2852,0.2575
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4364,0.3859
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4364,0.3859
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4364,0.3859
Kevin Murphy,"oop, python, docker, microservices, c++",Entry Level,1,Garment/textile technologist,Green-Booker,Sydney,"c++, python",Entry Level,98000.0,Software,0.4029,0.3575
Kevin Murphy,"oop, python, docker, microservices, c++",Entry Level,2,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.4029,0.3575
Kevin Murphy,"oop, python, docker, microservices, c++",Entry Level,3,Senior tax professional/tax inspector,Fowler-Rogers,Bangalore,"python, c++",Entry Level,48000.0,Software,0.4029,0.3575
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4364,0.3859
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4364,0.3859
Barbara Gross,"microservices, java, git, docker, c++",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4364,0.3859
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,1,Claims inspector/assessor,"Brewer, Mckinney and Nguyen",London,python,Senior Level,113000.0,Finance,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,2,"Programmer, systems","Brown, Ortega and Hicks",Berlin,python,Senior Level,116000.0,Finance,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,3,"Nurse, mental health","Huff, Torres and Burns",New York,python,Senior Level,93000.0,Finance,0.229,0.2097
William Evans,"kubernetes, git, python, oop, microservices",Mid Level,1,"Psychologist, counselling",Williams Group,Sydney,python,Mid Level,143000.0,Finance,0.229,0.2097
William Evans,"kubernetes, git, python, oop, microservices",Mid Level,2,Field seismologist,Morris-Griffin,New York,python,Mid Level,99000.0,Finance,0.229,0.2097
William Evans,"kubernetes, git, python, oop, microservices",Mid Level,3,Risk manager,Murphy-Reynolds,Bangalore,python,Mid Level,55000.0,Finance,0.229,0.2097
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3977,0.353
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3977,0.353
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3977,0.353
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4023,0.357
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4023,0.357
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4023,0.357
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4392,0.3883
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4388,0.3879
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4388,0.3879
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4388,0.3879
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2856,0.2578
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4392,0.3883
Bryan Chapman,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Bryan Chapman,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Bryan Chapman,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2845,0.2568
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2845,0.2568
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2845,0.2568
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.229,0.2097
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.229,0.2097
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.229,0.2097
